word;lemm;lemmed
известных;известный;True
лекцию;лекция;True
пулитцеровской;пулитцеровский;True
представил;представить;True
книгу;книга;True
всемирная;всемирный;True
казахском;казахский;True
сербии;сербия;True
встречались;встретить;True
поучиться;поучить;True
построил;построить;True
лешова;лешов;True
посещения;посещение;True
ассоциированный;ассоциировать;True
проработали;проработать;True
женского;женский;True
предпринимательства;предпринимательство;True
лидерства;лидерство;True
нетворкинговых;нетворкинговый;True
помогающих;помочь;True
налаживать;наладить;True
полезные;полезный;True
построении;построение;True
третья;третий;True
карьерная;карьерный;True
призванная;призвать;True
интенсивные;интенсивный;True
воркшопы;воркшопа;True
вакансий;вакансия;True
способствуют;способствовать;True
налаживанию;налаживание;True
предмете;предмет;True
учили;учить;True
потенциальными;потенциальный;True
работодателями;работодатель;True
собеседовании;собеседование;True
теорию;теория;True
планируют;планировать;True
карьерному;карьерный;True
смене;смена;True
абдрахманова;абдрахманов;True
отслеживает;отследить;True
сервиса;сервис;True
трудоустроены;трудоустроить;True
продвинулись;продвинуть;True
окончании;окончание;True
занятий;занятие;True
спортом;спорт;True
покидать;покинуть;True
площадками;площадка;True
баскетбола;баскетбол;True
гандбола;гандбол;True
волейбола;волейбол;True
гимнастики;гимнастика;True
бокса;бокс;True
боевых;боевой;True
искусств;искусство;True
фитнеса;фитнес;True
танцев;танец;True
демократичные;демократичный;True
организовали;организовать;True
создана;создать;True
высоким;высокий;True
потенциалом;потенциал;True
стремящихся;стремить;True
участникам;участник;True
предлагают;предложить;True
организационных;организационный;True
управленческих;управленческий;True
уделено;уделить;True
навыкам;навык;True
запускает;запустить;True
первую;первый;True
разрабатывается;разработать;True
банком;банк;True
высококвалифицированных;высококвалифицированный;True
ведутся;вести;True
двухнедельного;двухнедельный;True
мегаполисов;мегаполис;True
легли;лечь;True
приблизительном;приблизительный;True
доходе;доход;True
функционируют;функционировать;True
заведениях;заведение;True
вошедших;войти;True
колеблется;колебать;True
ученика;ученик;True
получена;получить;True
расчёте;расчёт;True
дохода;доход;True
развозки;развозка;True
питания;питание;True
переменные;переменная;True
предоставлены;предоставить;True
учебными;учебный;True
заведениями;заведение;True
управлениями;управление;True
рейтинга;рейтинг;True
допускается;допустить;True
рерайта;рерайт;True
ссылок;ссылка;True
запрещается;запретить;True
коммерческое;коммерческий;True
акционерное;акционерный;True
выпускники;выпускник;True
сдают;сдать;True
булата;булат;True
утемуратова;утемуратов;True
куанышева;куанышев;True
работающей;работать;True
учебным;учебный;True
выросло;вырасти;True
привело;привести;True
увеличению;увеличение;True
приблизительного;приблизительный;True
педагогов;педагог;True
окончили;окончить;True
входящих;войти;True
математическая;математический;True
математическом;математический;True
конкурсе;конкурс;True
проходившем;пройти;True
бангкоке;бангкок;True
собравшем;собрать;True
юных;юный;True
математиков;математик;True
участвовала;участвовать;True
девятое;девятый;True
соревнованиях;соревнование;True
проходивших;пройти;True
йельском;йельский;True
завоевали;завоевать;True
золотых;золотой;True
серебряных;серебряный;True
индивидуальных;индивидуальный;True
командных;командный;True
медалей;медаль;True
категориях;категория;True
науку;наука;True
древнюю;древний;True
мифологию;мифология;True
заняли;занять;True
призовые;призовой;True
осеннем;осенний;True
туре;тур;True
пятого;пятый;True
турнира;турнир;True
олимпиады;олимпиада;True
математика;математик;True
границ;граница;True
проходившего;пройти;True
болгарии;болгария;True
заняла;занять;True
восьмое;восьмой;True
физико;физический;True
омаров;омар;True
м;м.;True
отделении;отделение;True
составило;составить;True
лингвистическом;лингвистический;True
поступают;поступить;True
входящие;войти;True
кремниевую;кремниевый;True
долину;долина;True
офисов;офис;True
минувшем;минуть;True
лицеем;лицей;True
специализированный;специализировать;True
учебно;учебный;True
новосибирского;новосибирский;True
дающий;дать;True
вступительных;вступительный;True
экзаменов;экзамен;True
поступили;поступить;True
призёрами;призёр;True
олимпиад;олимпиада;True
республиканских;республиканский;True
республиканской;республиканский;True
общеобразовательным;общеобразовательный;True
предметам;предмет;True
общее;общий;True
шестое;шестой;True
выиграв;выиграть;True
призовых;призовой;True
старших;старший;True
победителем;победитель;True
английскому;английский;True
языку;язык;True
районном;районный;True
предметных;предметный;True
интеллектуальном;интеллектуальный;True
существенные;существенный;True
турецком;турецкий;True
преподаются;преподать;True
снизилось;снизить;True
нынешнем;нынешний;True
выросла;вырасти;True
сменилась;сменить;True
пополнился;пополнить;True
кембриджской;кембриджский;True
экспатов;экспат;True
высшее;высший;True
сдавали;сдать;True
учащиеся;учащийся;True
классной;классный;True
летней;летний;True
продолжили;продолжить;True
выпускниц;выпускница;True
студенткой;студентка;True
нью-йорке;нью-йорк;True
функционирует;функционировать;True
французская;французский;True
аккредитованная;аккредитовать;True
дипломы;диплом;True
секции;секция;True
дипломам;диплом;True
серебряные;серебряный;True
академического;академический;True
соревнования;соревнование;True
проходило;пройти;True
удостоилась;удостоить;True
особого;особый;True
приза;приз;True
проектной;проектный;True
олимпиаде;олимпиада;True
участвовали;участвовать;True
спектрума;спектрум;True
выпускные;выпускной;True
классы;класс;True
попали;попасть;True
летнюю;летний;True
непрерывного;непрерывный;True
шелухина;шелухин;True
попечительского;попечительский;True
соответствующие;соответствующий;True
обучаются;обучить;True
кембриджском;кембриджский;True
выбирают;выбрать;True
авторами;автор;True
профессионального;профессиональный;True
составителями;составитель;True
учебников;учебник;True
биологии;биология;True
информатике;информатика;True
государственное;государственный;True
образовательная;образовательный;True
заведения;заведение;True
ведётся;вести;True
ступеней;ступень;True
начальная;начальный;True
раннюю;ранний;True
профилизацию;профилизация;True
музыке;музыка;True
хореографии;хореография;True
проектированию;проектирование;True
классах;класс;True
осуществляется;осуществить;True
математическому;математический;True
направлению;направление;True
шахматные;шахматный;True
турниры;турнир;True
интеллектуальные;интеллектуальный;True
научно-практическая;научно-практический;True
принимают;принять;True
нашли;найти;True
юриспруденции;юриспруденция;True
гостиничного;гостиничный;True
кинематографии;кинематография;True
инженерии;инженерия;True
и т. д;и т. д.;True
турнире;турнир;True
молодежного;молодёжный;True
экологического;экологический;True
солнца;солнце;True
районной;районный;True
жании;жания;True
аубакировой;аубакиров;True
галим;галимый;True
аубакирова;аубакиров;True
комплексом;комплекс;True
мировоззренческих;мировоззренческий;True
художественных;художественный;True
авторской;авторский;True
предоставлении;предоставление;True
музыкального;музыкальный;True
цикла;цикл;True
дающего;дать;True
профессиональное;профессиональный;True
исполнительского;исполнительский;True
искусства;искусство;True
девочек;девочка;True
известное;известный;True
создано;создать;True
лицея;лицей;True
вузах;вуз;True
асфендиярова;асфендияров;True
государственном;государственный;True
северная;северный;True
штата;штат;True
бостоне;бостон;True
фудан;фуданин;True
шанхае;шанхай;True
присвоили;присвоить;True
экспериментальной;экспериментальный;True
сертифицированного;сертифицировать;True
партнёра;партнёр;True
лауреатов;лауреат;True
всероссийской;всероссийский;True
эвристической;эвристический;True
дистанционной;дистанционный;True
ученической;ученический;True
конкурса;конкурс;True
золотая;золотой;True
удостоился;удостоить;True
знака;знак;True
вывески;вывеска;True
ребрендинга;ребрендинг;True
вуза;вуз;True
названия;название;True
слуху;слух;True
подтолкнуло;подтолкнуть;True
шагу;шаг;True
каковы;каков;True
пожалели;пожалеть;True
решении;решение;True
экзамена;экзамен;True
решило;решить;True
резонансной;резонансный;True
узаконил;узаконить;True
давнее;давний;True
народное;народный;True
показался;показать;True
сомнительным;сомнительный;True
избранный;избрать;True
вузом;вуз;True
претензиям;претензия;True
обходятся;обойтись;True
начального;начальный;True
негативизма;негативизм;True
отрицания;отрицание;True
заявляем;заявить;True
узнаваемое;узнаваемый;True
вошедшее;войти;True
долгосрочного;долгосрочный;True
увлекательное;увлекательный;True
совершенствованию;совершенствование;True
наполнению;наполнение;True
бренда;бренд;True
достижениями;достижение;True
научных;научный;True
изысканий;изыскание;True
позиционированию;позиционирование;True
университетского;университетский;True
ответили;ответить;True
нархозе;нархоз;True
народного;народный;True
переименовали;переименовать;True
государственную;государственный;True
академию;академия;True
заведению;заведение;True
присвоено;присвоить;True
университетом;университет;True
заменили;заменить;True
легитимизировали;легитимизировать;True
неформальное;неформальный;True
историческое;исторический;True
поясняют;пояснить;True
вузе;вуз;True
поиском;поиск;True
идентификации;идентификация;True
е;й;True
переименовывались;переименовать;True
стратегического;стратегический;True
изменением;изменение;True
подходов;подход;True
обучению;обучение;True
опирался;опереть;True
прославленную;прославленный;True
времен;время;True
золотого;золотой;True
нархоза;нархоз;True
плеяды;плеяда;True
экономистов;экономист;True
бизнесменов;бизнесмен;True
нархозом;нархоз;True
реформируют;реформировать;True
подчеркивают;подчеркнуть;True
изменились;изменить;True
жёсткого;жёсткий;True
планирования;планирование;True
открытая;открытый;True
вузу;вуз;True
демографической;демографический;True
ямы;яма;True
прослушивают;прослушать;True
обсуждают;обсудить;True
лекторов;лектор;True
превращаются;превратить;True
дипломные;дипломный;True
заменены;заменить;True
выполняются;выполнить;True
группами;группа;True
решают;решить;True
конкретные;конкретный;True
партнёров;партнёр;True
увеличилось;увеличить;True
трудо­устраиваемых;трудоустроить;True
преподавателям;преподаватель;True
зарубежным;зарубежный;True
получено;получить;True
аккредитаций;аккредитация;True
престижная;престижный;True
защитой;защита;True
переименований;переименование;True
рождении;рождение;True
горно;горный;True
прирос;прирасти;True
факультетами;факультет;True
политехническим;политехнический;True
институтом;институт;True
закрепилось;закрепить;True
кричалках;кричалка;True
техническим;технический;True
сатпаева;сатпаев;True
нацио­нальный;национальный;True
тяжеловесной;тяжеловесный;True
синие;синий;True
перехлёстнутые;перехлестнуть;True
помещена;поместить;True
жёлто;жёлтый;True
охровая;охровый;True
мебиуса;мёбиус;True
осознаем;осознать;True
вызовам;вызов;True
потребностям;потребность;True
позиционированием;позиционирование;True
открытыми;открытый;True
мобильными;мобильный;True
нацеленными;нацелить;True
отвечали;ответить;True
партнёры;партнёр;True
понимали;понять;True
меняться;менять;True
управляющий;управлять;True
вузовскому;вузовский;True
образованию;образование;True
подобным;подобный;True
терялась;терять;True
канышем;каныш;True
сатпаевым;сатпаев;True
основателем;основатель;True
академии;академия;True
геологической;геологический;True
месячных;месячный;True
обсуждений;обсуждение;True
остановились;остановить;True
креативным;креативный;True
оплатили;оплатить;True
поставили;поставить;True
ключевые;ключевой;True
черты;черта;True
глобализацию;глобализация;True
представили;представить;True
выбрали;выбрать;True
образного;образный;True
элемента;элемент;True
стилизованная;стилизовать;True
легким;лёгкий;True
намеком;намёк;True
визуальную;визуальный;True
линий;линия;True
элементов;элемент;True
букву;буква;True
сохранили;сохранить;True
названии;название;True
гордимся;гордиться;True
нацелены;нацелить;True
поясняет;пояснить;True
чтении;чтение;True
презентованы;презентовать;True
церемонию;церемония;True
тратиться;тратить;True
маркетинговые;маркетинговый;True
ребрендингом;ребрендинг;True
отклики;отклик;True
пишут;писать;True
зарубежными;зарубежный;True
партнёрами;партнёр;True
воспринимают;воспринять;True
обновлённое;обновить;True
одежке;одёжка;True
провожают;проводить;True
уму;ум;True
встречали;встретить;True
образовательных;образовательный;True
учебное;учебный;True
создал;создать;True
возглавляет;возглавить;True
меняло;менять;True
открыта;открыть;True
алматинская;алматинский;True
перестал;перестать;True
внутреннему;внутренний;True
содержанию;содержание;True
трансформировалась;трансформировать;True
стоны;стон;True
алматинскую;алматинский;True
вспоминает;вспомнить;True
популярны;популярный;True
узнаваемым;узнать;True
уважаемым;уважать;True
переименовании;переименование;True
прозвучала;прозвучать;True
ясного;ясный;True
замечания;замечание;True
потеряли;потерять;True
стратегию;стратегия;True
признаваемым;признать;True
мировом;мировой;True
тройную;тройной;True
корону;корона;True
аккредитацию;аккредитация;True
авторитетных;авторитетный;True
непонятно;непонятный;True
межгосударственная;межгосударственный;True
узкоспециализированное;узкоспециализированный;True
медицинской;медицинский;True
сужает;сузить;True
рамки;рамка;True
делаем;делать;True
сотрудничаем;сотрудничать;True
предпринимателями;предприниматель;True
котируется;котировать;True
отрарским;отрарский;True
звучало;звучать;True
рассматривался;рассмотреть;True
сужало;сузить;True
получалась;получить;True
неудачной;неудачный;True
придуманное;придумать;True
раскручивать;раскрутить;True
зазвучало;зазвучать;True
местном;местный;True
изменился;изменить;True
щита;щит;True
западным;западный;True
традициям;традиция;True
иностранным;иностранный;True
партнёрам;партнёр;True
щите;щит;True
эмблемы;эмблема;True
присутствуют;присутствовать;True
изображения;изображение;True
раскрытой;раскрыть;True
символа;символ;True
гор;гора;True
яблока;яблоко;True
символов;символ;True
привязали;привязать;True
продвигался;продвинуть;True
переживал;пережить;True
заявку;заявка;True
зимней;зимний;True
признанию;признание;True
яму;яма;True
набирал;набрать;True
восстановился;восстановить;True
знакомых;знакомый;True
старому;старый;True
перестали;перестать;True
набившим;набить;True
маба;маб;True
отказались;отказать;True
держаться;держать;True
аккредитованными;аккредитовать;True
университетами;университет;True
обменам;обмен;True
номинации;номинация;True
публикуемых;публиковать;True
учёных;учёный;True
гуманитарных;гуманитарный;True
сотрудника;сотрудник;True
включили;включить;True
аккредитационную;аккредитационный;True
глобальную;глобальный;True
комиссию;комиссия;True
аккредитовывать;аккредитовать;True
раскрутки;раскрутка;True
ребрендингу;ребрендинг;True
ролика;ролик;True
имиджевой;имиджевый;True
совершенства;совершенство;True
управляй;управлять;True
отражали;отразить;True
напоминали;напомнить;True
тойоты;тойота;True
обнародовали;обнародовать;True
создающий;создать;True
смыслы;смысл;True
ума;ум;True
изменили;изменить;True
глобальном;глобальный;True
рейтинге;рейтинг;True
публикует;публиковать;True
точные;точный;True
критерии;критерий;True
определяющие;определить;True
шанхайского;шанхайский;True
абитуриенты;абитуриент;True
опираться;опереть;True
выборе;выбор;True
рекрутинге;рекрутинг;True
определяющая;определить;True
цитирования;цитирование;True
аудирует;аудировать;True
лидирует;лидировать;True
строчку;строчка;True
поднялся;поднять;True
гумилева;гумилёв;True
опустился;опустить;True
обошел;обойти;True
комментирует;комментировать;True
зайцева;зайцев;True
бюджетов;бюджет;True
вкладываются;вложить;True
интернационализацию;интернационализация;True
удивительного;удивительный;True
сдвигает;сдвинуть;True
слабые;слабый;True
привычки;привычка;True
опросах;опрос;True
верят;верить;True
минут;минута;True
потратят;потратить;True
ответы;ответ;True
рассматривают;рассмотреть;True
улучшать;улучшить;True
хотела;хотеть;True
поможет;помочь;True
конкурентоспособными;конкурентоспособный;True
повиляла;повилять;True
методологии;методология;True
областям;область;True
гуманитарные;гуманитарный;True
цитирований;цитирование;True
медицину;медицина;True
объяснялась;объяснить;True
спецификой;специфика;True
предмета;предмет;True
естественных;естественный;True
науках;наука;True
огромную;огромный;True
изучающих;изучить;True
костюма;костюм;True
химии;химия;True
физике;физика;True
находились;находиться;True
слабом;слабый;True
положении;положение;True
направлениями;направление;True
сотрудникам;сотрудник;True
диспропорции;диспропорция;True
нормализовала;нормализовать;True
коррелируется;коррелировать;True
областью;область;True
репутационной;репутационный;True
брали;взять;True
накопленные;накопить;True
включен;включить;True
уточню;уточнить;True
отданных;отдать;True
нововведении;нововведение;True
верхнего;верхний;True
лимита;лимит;True
соавторов;соавтор;True
каждому;каждый;True
вошел;войти;True
ставился;ставить;True
справочного;справочный;True
вносят;внести;True
институциональных;институциональный;True
засчитана;засчитать;True
индексе;индекс;True
соавторы;соавтор;True
принадлежат;принадлежать;True
изымается;изъять;True
составители;составитель;True
научной;научный;True
конференций;конференция;True
борется;бороть;True
искусственной;искусственный;True
накруткой;накрутка;True
хищнических;хищнический;True
журналах;журнал;True
берут;взять;True
внедряться;внедрить;True
стимулов;стимул;True
повышать;повысить;True
библиометрии;библиометрия;True
зафиксировано;зафиксировать;True
оздоровляться;оздоровить;True
ваших;ваш;True
репутационных;репутационный;True
изданиях;издание;True
надеется;надеяться;True
глобального;глобальный;True
проранжированы;проранжировать;True
восточно;восточный;True
ментальная;ментальный;True
модное;модный;True
арифметики;арифметика;True
эволюции;эволюция;True
счетная;счётный;True
изобретена;изобрести;True
древними;древний;True
вавилонянами;вавилонянин;True
тысячелетии;тысячелетие;True
эры;эра;True
совершенствуясь;совершенствовать;True
путешествуя;путешествовать;True
дошел;дойти;True
абака;абак;True
использовалась;использовать;True
русскими;русский;True
счетами;счёт;True
вытеснили;вытеснить;True
алгоритмы;алгоритм;True
последовательное;последовательный;True
конечного;конечный;True
взрослые;взрослый;True
помнят;помнить;True
управляться;управиться;True
умеют;уметь;True
земного;земной;True
шара;шар;True
называть;назвать;True
азией;азия;True
выходил;выйти;True
моды;мода;True
ранних;ранний;True
арифметике;арифметика;True
счетах;счёт;True
предмету;предмет;True
вернулась;вернуть;True
массовом;массовый;True
пристраивают;пристроить;True
вычисления;вычисление;True
воображаемых;воображаемый;True
буквального;буквальный;True
перевода;перевод;True
ментальной;ментальный;True
арифметикой;арифметика;True
сторонники;сторонник;True
предрекают;предречь;True
умножать;умножить;True
пишем;писать;True
уме;ум;True
методики;методика;True
эволюционирует;эволюционировать;True
успевает;успеть;True
стандарта;стандарт;True
нюансами;нюанс;True
методах;метод;True
преподавания;преподавание;True
образы;образ;True
адепты;адепт;True
быстрому;быстрый;True
развивает;развить;True
прочие;прочий;True
когнитивные;когнитивный;True
методического;методический;True
сана;сан;True
ержанова;ержанов;True
обычным;обычный;True
активизируют;активизировать;True
левое;левый;True
мозга;мозг;True
полушариями;полушарие;True
активное;активный;True
улучшаются;улучшить;True
вида;вид;True
зрительное;зрительный;True
слуховое;слуховой;True
тактильное;тактильный;True
запоминают;запомнить;True
стихотворения;стихотворение;True
ходу;ход;True
прочтений;прочтение;True
усваивают;усвоить;True
методику;методика;True
костяшек;костяшка;True
исчислениях;исчисление;True
третьему;третий;True
производится;произвести;True
восьмого;восьмой;True
значными;значный;True
числами;число;True
арифметические;арифметический;True
квадратного;квадратный;True
корня;корень;True
собственное;собственный;True
ержановой;ержанов;True
еженедельном;еженедельный;True
посещении;посещение;True
насчитывающем;насчитать;True
формируются;формировать;True
сертификатов;сертификат;True
отправляются;отправить;True
малайзию;малайзия;True
поступлении;поступление;True
последователи;последователь;True
конкуренты;конкурент;True
заразительным;заразительный;True
франшизы;франшиза;True
прогрессивная;прогрессивный;True
изучения;изучение;True
заявляет;заявить;True
интеллектуального;интеллектуальный;True
тренером;тренер;True
малайзийского;малайзийский;True
научного;научный;True
преподавателем;преподаватель;True
королевской;королевский;True
айвилиной;айвилин;True
единственная;единственный;True
мультимедийные;мультимедийный;True
понадобились;понадобиться;True
центрах;центр;True
улучшают;улучшить;True
математические;математический;True
логическое;логический;True
концентрацию;концентрация;True
наблюдению;наблюдение;True
осваивать;освоить;True
школьную;школьный;True
счета;счёт;True
универсальное;универсальный;True
убеждена;убедить;True
модная;модный;True
ребенок;ребёнок;True
страдающий;страдать;True
церебральным;церебральный;True
параличом;паралич;True
улучшил;улучшить;True
координацию;координация;True
мальчика;мальчик;True
судороги;судорога;True
недавних;недавний;True
сотрудничает;сотрудничать;True
благотворительной;благотворительный;True
ассоциацией;ассоциация;True
бала;бал;True
пилотной;пилотный;True
незрячие;незрячий;True
переведенных;перевести;True
брайля;брайль;True
когнитивному;когнитивный;True
ученые;учёный;True
оговариваются;оговорить;True
тренировки;тренировка;True
эмоциональное;эмоциональный;True
перебарщивать;переборщить;True
таланты;талант;True
помогут;помочь;True
талантливым;талантливый;True
ученикам;ученик;True
глубинки;глубинка;True
престижные;престижный;True
опеку;опека;True
инициированную;инициировать;True
айдыном;айдын;True
рахимбаевым;рахимбаев;True
богатейших;богатый;True
образовательную;образовательный;True
аулов;аул;True
предоставив;предоставить;True
качественному;качественный;True
информационным;информационный;True
партнёром;партнёр;True
акмолинской;акмолинский;True
позвонил;позвонить;True
понравился;понравиться;True
включился;включить;True
созваниваться;созвониться;True
бизнесменами;бизнесмен;True
пошёл;пойти;True
заходят;зайти;True
старта;старт;True
соберём;собрать;True
крылом;крыло;True
неравнодушных;неравнодушный;True
сожалением;сожаление;True
констатирует;констатировать;True
областных;областной;True
десятку;десятка;True
стипендиатов;стипендиат;True
села;село;True
сверстников;сверстник;True
квалифицированных;квалифицированный;True
селе;село;True
стремления;стремление;True
окончил;окончить;True
сельскую;сельский;True
казнаковке;казнаковка;True
помогаю;помочь;True
родных;родной;True
сёл;село;True
объединив;объединить;True
усилия;усилие;True
поставив;поставить;True
системную;системный;True
подключились;подключить;True
благотворительная;благотворительный;True
этапов;этап;True
девятых;девятый;True
районных;районный;True
районные;районный;True
областные;областной;True
финалистов;финалист;True
примут;принять;True
достанутся;достаться;True
университетской;университетский;True
образовательном;образовательный;True
сержана;сержан;True
жумашова;жумашов;True
достигнута;достичь;True
договоренность;договорённость;True
размещении;размещение;True
кампусе;кампус;True
попечителя;попечитель;True
пройдя;пройти;True
отбора;отбор;True
учёбе;учёба;True
лучшей;хороший;True
мотивацией;мотивация;True
учениках;ученик;True
подготовиться;подготовить;True
поступлению;поступление;True
поможем;помочь;True
ребятам;ребята;True
болашака;болашак;True
поделятся;поделить;True
прошедшие;пройти;True
подтянутся;подтянуть;True
открывшие;открыть;True
хочу;хотеть;True
ведёт;вести;True
достойного;достойный;True
предусматривает;предусмотреть;True
районов;район;True
закреплён;закрепить;True
меценатом;меценат;True
попечителей;попечитель;True
организационную;организационный;True
возьмут;взять;True
координационные;координационный;True
продвигать;продвинуть;True
экзаменам;экзамен;True
предусмотрена;предусмотреть;True
достойные;достойный;True
лифты;лифт;True
образовательным;образовательный;True
выявил;выявить;True
отдалённых;отдалённый;True
зайсанском;зайсанское;True
кокпектинском;кокпектинское;True
районах;район;True
ежеквартальных;ежеквартальный;True
олимпиадах;олимпиада;True
приедут;приехать;True
университетские;университетский;True
масштабирован;масштабировать;True
отработаны;отработать;True
мотивации;мотивация;True
кураторов;куратор;True
осилим;осилить;True
масштабах;масштаб;True
инициативная;инициативный;True
найдут;найти;True
меценатов;меценат;True
подчеркивает;подчеркнуть;True
собираются;собрать;True
подрастающего;подрасти;True
системой;система;True
предпринимаются;предпринять;True
разумные;разумный;True
противопоставления;противопоставление;True
взаимная;взаимный;True
выиграют;выиграть;True
представьте;представить;True
подростка;подросток;True
аула;аул;True
заслужившего;заслужить;True
классе;класс;True
изучать;изучить;True
кураторами;куратор;True
посетят;посетить;True
определиться;определить;True
отличившиеся;отличиться;True
топовые;топовый;True
отучившийся;отучить;True
специалистом;специалист;True
инициативной;инициативный;True
обращаюсь;обратить;True
предпринимателям;предприниматель;True
приглашаю;пригласить;True
персональные;персональный;True
коллективные;коллективный;True
войдёт;войти;True
наделён;наделить;True
особым;особый;True
району;район;True
сопровождения;сопровождение;True
возьмёт;взять;True
полную;полный;True
гарантируем;гарантировать;True
обратиться;обратить;True
садыковой;садыков;True
позвонив;позвонить;True
телефону;телефон;True
